"Gene_Id","padj","logFC","status","source_file"
"213506_at",0.03285,-1.3520086,"Downregulated","DEGs_Data_2.csv"
"1552931_a_at",0.032899,-0.5320247,"Not_Significant","DEGs_Data_2.csv"
"1560089_at",0.032904,-0.6949146,"Not_Significant","DEGs_Data_2.csv"
"218331_s_at",0.032904,0.5860182,"Not_Significant","DEGs_Data_2.csv"
"231909_x_at",0.032904,1.0491165,"Upregulated","DEGs_Data_2.csv"
"238126_at",0.032904,-1.0822697,"Downregulated","DEGs_Data_2.csv"
"240268_at",0.032904,-1.1410597,"Downregulated","DEGs_Data_2.csv"
"215288_at",0.032904,1.5649569,"Upregulated","DEGs_Data_2.csv"
"240399_at",0.032904,0.8611057,"Not_Significant","DEGs_Data_2.csv"
"242450_at",0.032962,-1.3837914,"Downregulated","DEGs_Data_2.csv"
"AFFX-LysX-3_at",0.032986,-0.7233712,"Not_Significant","DEGs_Data_2.csv"
"201840_at",0.032986,0.4256692,"Not_Significant","DEGs_Data_2.csv"
"229585_at",0.033051,-1.3171,"Downregulated","DEGs_Data_2.csv"
"211750_x_at",0.033085,0.5007301,"Not_Significant","DEGs_Data_2.csv"
"223315_at",0.033094,-1.6412554,"Downregulated","DEGs_Data_2.csv"
"221900_at",0.033112,1.8497139,"Upregulated","DEGs_Data_2.csv"
"209555_s_at",0.033112,-0.9644227,"Not_Significant","DEGs_Data_2.csv"
"1552473_at",0.033112,-1.9539421,"Downregulated","DEGs_Data_2.csv"
"237099_at",0.033112,-1.1977079,"Downregulated","DEGs_Data_2.csv"
"227442_at",0.033112,-0.544725,"Not_Significant","DEGs_Data_2.csv"
"232238_at",0.033112,1.4326466,"Upregulated","DEGs_Data_2.csv"
"226582_at",0.033112,-2.0210552,"Downregulated","DEGs_Data_2.csv"
"216262_s_at",0.033112,0.6945815,"Not_Significant","DEGs_Data_2.csv"
"228281_at",0.033136,1.2172995,"Upregulated","DEGs_Data_2.csv"
"238106_at",0.03314,-0.8911777,"Not_Significant","DEGs_Data_2.csv"
"218353_at",0.033141,-0.9927692,"Not_Significant","DEGs_Data_2.csv"
"225875_s_at",0.033196,-0.7757867,"Not_Significant","DEGs_Data_2.csv"
"244657_at",0.033233,-2.0344444,"Downregulated","DEGs_Data_2.csv"
"209916_at",0.033233,-0.5035071,"Not_Significant","DEGs_Data_2.csv"
"244002_at",0.033233,-0.9603016,"Not_Significant","DEGs_Data_2.csv"
"205649_s_at",0.033233,-4.2035564,"Downregulated","DEGs_Data_2.csv"
"1560382_at",0.033233,-1.0079073,"Downregulated","DEGs_Data_2.csv"
"1569794_at",0.03325,-0.8713773,"Not_Significant","DEGs_Data_2.csv"
"1554376_s_at",0.033264,-0.6998435,"Not_Significant","DEGs_Data_2.csv"
"1567320_at",0.033285,-1.6891672,"Downregulated","DEGs_Data_2.csv"
"208433_s_at",0.03334,1.4221218,"Upregulated","DEGs_Data_2.csv"
"232322_x_at",0.03335,-0.7067261,"Not_Significant","DEGs_Data_2.csv"
"236076_at",0.03335,-0.8362527,"Not_Significant","DEGs_Data_2.csv"
"209024_s_at",0.033397,0.588734,"Not_Significant","DEGs_Data_2.csv"
"201897_s_at",0.033437,1.1033816,"Upregulated","DEGs_Data_2.csv"
"206994_at",0.033458,1.6703815,"Upregulated","DEGs_Data_2.csv"
"230422_at",0.033458,1.0039712,"Upregulated","DEGs_Data_2.csv"
"211557_x_at",0.033458,1.1729938,"Upregulated","DEGs_Data_2.csv"
"229265_at",0.033458,0.5791991,"Not_Significant","DEGs_Data_2.csv"
"203664_s_at",0.033476,0.7483231,"Not_Significant","DEGs_Data_2.csv"
"201004_at",0.033492,-0.8685946,"Not_Significant","DEGs_Data_2.csv"
"220203_at",0.033497,1.4316973,"Upregulated","DEGs_Data_2.csv"
"234370_at",0.033506,-4.8772854,"Downregulated","DEGs_Data_2.csv"
"229763_at",0.033516,-1.1217944,"Downregulated","DEGs_Data_2.csv"
"243764_at",0.033532,-4.8845553,"Downregulated","DEGs_Data_2.csv"
"209514_s_at",0.033532,-1.8106463,"Downregulated","DEGs_Data_2.csv"
"1556951_at",0.033597,-0.7673927,"Not_Significant","DEGs_Data_2.csv"
"219179_at",0.033597,1.0463677,"Upregulated","DEGs_Data_2.csv"
"201134_x_at",0.033597,-0.4689273,"Not_Significant","DEGs_Data_2.csv"
"226459_at",0.033636,0.8229414,"Not_Significant","DEGs_Data_2.csv"
"214733_s_at",0.033636,-0.5074559,"Not_Significant","DEGs_Data_2.csv"
"212855_at",0.033686,-0.595537,"Not_Significant","DEGs_Data_2.csv"
"1553579_a_at",0.033686,-1.8981888,"Downregulated","DEGs_Data_2.csv"
"1561542_at",0.033686,-1.5222911,"Downregulated","DEGs_Data_2.csv"
"236758_at",0.033686,-1.7477006,"Downregulated","DEGs_Data_2.csv"
"226432_at",0.03375,-1.1453281,"Downregulated","DEGs_Data_2.csv"
"209262_s_at",0.03375,-0.7612248,"Not_Significant","DEGs_Data_2.csv"
"205572_at",0.03375,1.2569271,"Upregulated","DEGs_Data_2.csv"
"1559048_at",0.03375,-0.8205782,"Not_Significant","DEGs_Data_2.csv"
"1554004_a_at",0.03375,-1.1999353,"Downregulated","DEGs_Data_2.csv"
"1569579_at",0.03375,-0.5926189,"Not_Significant","DEGs_Data_2.csv"
"211517_s_at",0.03375,-1.9882029,"Downregulated","DEGs_Data_2.csv"
"215899_at",0.03375,-0.9510273,"Not_Significant","DEGs_Data_2.csv"
"203868_s_at",0.03375,0.956517,"Not_Significant","DEGs_Data_2.csv"
"243561_at",0.03375,-0.6957222,"Not_Significant","DEGs_Data_2.csv"
"206323_x_at",0.033761,-0.4247196,"Not_Significant","DEGs_Data_2.csv"
"225571_at",0.033768,-2.348279,"Downregulated","DEGs_Data_2.csv"
"212470_at",0.033768,0.5845117,"Not_Significant","DEGs_Data_2.csv"
"1554726_at",0.033768,-0.6497233,"Not_Significant","DEGs_Data_2.csv"
"211918_x_at",0.033823,-0.6926664,"Not_Significant","DEGs_Data_2.csv"
"216278_at",0.033825,-0.5812785,"Not_Significant","DEGs_Data_2.csv"
"211594_s_at",0.033896,0.6150619,"Not_Significant","DEGs_Data_2.csv"
"227560_at",0.033911,-0.5811692,"Not_Significant","DEGs_Data_2.csv"
"211916_s_at",0.033911,-1.4911299,"Downregulated","DEGs_Data_2.csv"
"218272_at",0.033931,-0.7620006,"Not_Significant","DEGs_Data_2.csv"
"1555279_at",0.033931,0.7571193,"Not_Significant","DEGs_Data_2.csv"
"227746_at",0.033931,-0.6619913,"Not_Significant","DEGs_Data_2.csv"
"234422_at",0.033971,-2.2073739,"Downregulated","DEGs_Data_2.csv"
"210804_x_at",0.034012,1.2978558,"Upregulated","DEGs_Data_2.csv"
"200812_at",0.034042,0.5518216,"Not_Significant","DEGs_Data_2.csv"
"211600_at",0.034042,-1.1435406,"Downregulated","DEGs_Data_2.csv"
"1566866_at",0.034042,-1.5972868,"Downregulated","DEGs_Data_2.csv"
"206362_x_at",0.034042,-1.0844662,"Downregulated","DEGs_Data_2.csv"
"225806_at",0.034042,1.4079308,"Upregulated","DEGs_Data_2.csv"
"1560492_at",0.034042,-0.6287296,"Not_Significant","DEGs_Data_2.csv"
"208822_s_at",0.03407,0.7297786,"Not_Significant","DEGs_Data_2.csv"
"224629_at",0.034072,-0.7455711,"Not_Significant","DEGs_Data_2.csv"
"209446_s_at",0.034072,0.820146,"Not_Significant","DEGs_Data_2.csv"
"1560921_at",0.034079,-2.1848707,"Downregulated","DEGs_Data_2.csv"
"217890_s_at",0.034087,0.7798261,"Not_Significant","DEGs_Data_2.csv"
"229498_at",0.034087,-0.7533318,"Not_Significant","DEGs_Data_2.csv"
"211887_x_at",0.034087,1.489766,"Upregulated","DEGs_Data_2.csv"
"215325_x_at",0.03417,-1.4180379,"Downregulated","DEGs_Data_2.csv"
"239237_at",0.034211,-1.12088,"Downregulated","DEGs_Data_2.csv"
"201275_at",0.034215,0.6569797,"Not_Significant","DEGs_Data_2.csv"
"244366_at",0.034215,-1.5796907,"Downregulated","DEGs_Data_2.csv"
"213582_at",0.034215,1.0751529,"Upregulated","DEGs_Data_2.csv"
"223451_s_at",0.034232,0.6908098,"Not_Significant","DEGs_Data_2.csv"
"214752_x_at",0.034232,1.1685905,"Upregulated","DEGs_Data_2.csv"
"223657_at",0.034232,1.7174146,"Upregulated","DEGs_Data_2.csv"
"217650_x_at",0.034249,1.0736506,"Upregulated","DEGs_Data_2.csv"
"214385_s_at",0.034262,-4.0535407,"Downregulated","DEGs_Data_2.csv"
"1554667_s_at",0.034279,0.6932209,"Not_Significant","DEGs_Data_2.csv"
"1556158_at",0.034301,-2.0471029,"Downregulated","DEGs_Data_2.csv"
"225945_at",0.03432,-0.5823278,"Not_Significant","DEGs_Data_2.csv"
"239260_at",0.034346,2.1080618,"Upregulated","DEGs_Data_2.csv"
"232761_at",0.034346,-0.8535318,"Not_Significant","DEGs_Data_2.csv"
"242153_at",0.034346,-0.7713568,"Not_Significant","DEGs_Data_2.csv"
"212759_s_at",0.034374,-0.8073971,"Not_Significant","DEGs_Data_2.csv"
"217299_s_at",0.034379,0.6929454,"Not_Significant","DEGs_Data_2.csv"
"242216_at",0.034379,-0.7549139,"Not_Significant","DEGs_Data_2.csv"
"236641_at",0.034404,1.2390845,"Upregulated","DEGs_Data_2.csv"
"215380_s_at",0.034447,0.6900606,"Not_Significant","DEGs_Data_2.csv"
"226691_at",0.034448,0.8657579,"Not_Significant","DEGs_Data_2.csv"
"229414_at",0.034448,-1.0886145,"Downregulated","DEGs_Data_2.csv"
"1557347_at",0.034448,-0.6262782,"Not_Significant","DEGs_Data_2.csv"
"1565812_at",0.034448,-1.2015541,"Downregulated","DEGs_Data_2.csv"
"226292_at",0.034475,-1.2619356,"Downregulated","DEGs_Data_2.csv"
"225876_at",0.034512,-0.63262,"Not_Significant","DEGs_Data_2.csv"
"230481_at",0.034523,-1.7265816,"Downregulated","DEGs_Data_2.csv"
"222714_s_at",0.034523,0.803942,"Not_Significant","DEGs_Data_2.csv"
"217722_s_at",0.034523,0.4850108,"Not_Significant","DEGs_Data_2.csv"
"1568830_at",0.034529,-1.0112906,"Downregulated","DEGs_Data_2.csv"
"229635_at",0.034589,1.2768811,"Upregulated","DEGs_Data_2.csv"
"226097_at",0.034589,-1.0218127,"Downregulated","DEGs_Data_2.csv"
"240320_at",0.034609,-1.4282613,"Downregulated","DEGs_Data_2.csv"
"1560348_at",0.034609,-0.7980395,"Not_Significant","DEGs_Data_2.csv"
"222306_at",0.034609,-0.8200866,"Not_Significant","DEGs_Data_2.csv"
"213047_x_at",0.034635,0.5260898,"Not_Significant","DEGs_Data_2.csv"
"226928_x_at",0.034641,-0.9083659,"Not_Significant","DEGs_Data_2.csv"
"222100_at",0.034641,-2.1122701,"Downregulated","DEGs_Data_2.csv"
"219225_at",0.034641,1.2659605,"Upregulated","DEGs_Data_2.csv"
"227425_at",0.034641,-0.8125821,"Not_Significant","DEGs_Data_2.csv"
"202673_at",0.034762,0.6484994,"Not_Significant","DEGs_Data_2.csv"
"235245_at",0.034762,-1.0688871,"Downregulated","DEGs_Data_2.csv"
"1562321_at",0.034768,-2.1560896,"Downregulated","DEGs_Data_2.csv"
"210155_at",0.034803,-1.8619228,"Downregulated","DEGs_Data_2.csv"
"201952_at",0.034835,-1.1533455,"Downregulated","DEGs_Data_2.csv"
"223895_s_at",0.034835,-1.8211047,"Downregulated","DEGs_Data_2.csv"
"243846_x_at",0.034854,-0.8399236,"Not_Significant","DEGs_Data_2.csv"
"241771_at",0.034866,-0.905292,"Not_Significant","DEGs_Data_2.csv"
"226306_at",0.034872,0.7427733,"Not_Significant","DEGs_Data_2.csv"
"200892_s_at",0.034886,0.5002644,"Not_Significant","DEGs_Data_2.csv"
"208781_x_at",0.034886,0.4704732,"Not_Significant","DEGs_Data_2.csv"
"243716_at",0.034886,-1.6746375,"Downregulated","DEGs_Data_2.csv"
"228032_s_at",0.034916,-0.6141851,"Not_Significant","DEGs_Data_2.csv"
"204682_at",0.035028,1.1399908,"Upregulated","DEGs_Data_2.csv"
"238380_s_at",0.035028,-1.4026412,"Downregulated","DEGs_Data_2.csv"
"38671_at",0.035028,0.5126579,"Not_Significant","DEGs_Data_2.csv"
"229434_at",0.035028,-0.4377073,"Not_Significant","DEGs_Data_2.csv"
"233279_at",0.035028,-2.1916547,"Downregulated","DEGs_Data_2.csv"
"230144_at",0.035028,-2.3030846,"Downregulated","DEGs_Data_2.csv"
"227993_at",0.035069,0.4715251,"Not_Significant","DEGs_Data_2.csv"
"242426_at",0.035069,-2.4135526,"Downregulated","DEGs_Data_2.csv"
"226953_at",0.035069,-1.4756881,"Downregulated","DEGs_Data_2.csv"
"227988_s_at",0.035069,-0.8488541,"Not_Significant","DEGs_Data_2.csv"
"208930_s_at",0.035073,0.7436339,"Not_Significant","DEGs_Data_2.csv"
"224828_at",0.035088,-0.8428546,"Not_Significant","DEGs_Data_2.csv"
"224582_s_at",0.035088,0.6362392,"Not_Significant","DEGs_Data_2.csv"
"222845_x_at",0.035097,-0.4475817,"Not_Significant","DEGs_Data_2.csv"
"1569138_a_at",0.035097,-0.8259738,"Not_Significant","DEGs_Data_2.csv"
"220819_at",0.035105,-1.3983109,"Downregulated","DEGs_Data_2.csv"
"204881_s_at",0.035108,-0.9249045,"Not_Significant","DEGs_Data_2.csv"
"225203_at",0.035227,-0.7066577,"Not_Significant","DEGs_Data_2.csv"
"1553437_at",0.035236,-1.4206477,"Downregulated","DEGs_Data_2.csv"
"223854_at",0.035244,1.1750456,"Upregulated","DEGs_Data_2.csv"
"211837_s_at",0.035267,-1.1052752,"Downregulated","DEGs_Data_2.csv"
"213151_s_at",0.035307,0.4750559,"Not_Significant","DEGs_Data_2.csv"
"239851_at",0.035353,-0.6425842,"Not_Significant","DEGs_Data_2.csv"
"212538_at",0.035353,0.6853734,"Not_Significant","DEGs_Data_2.csv"
"AFFX-HSAC07/X00351_M_at",0.035353,0.539314,"Not_Significant","DEGs_Data_2.csv"
"214204_at",0.035353,-2.4584993,"Downregulated","DEGs_Data_2.csv"
"204737_s_at",0.035366,-0.9648173,"Not_Significant","DEGs_Data_2.csv"
"202095_s_at",0.035366,1.4896504,"Upregulated","DEGs_Data_2.csv"
"215504_x_at",0.035369,-0.5028887,"Not_Significant","DEGs_Data_2.csv"
"241773_at",0.035371,-1.0333785,"Downregulated","DEGs_Data_2.csv"
"221580_s_at",0.035379,0.6106552,"Not_Significant","DEGs_Data_2.csv"
"223745_at",0.035379,-1.7795687,"Downregulated","DEGs_Data_2.csv"
"1560214_at",0.035379,-0.9680229,"Not_Significant","DEGs_Data_2.csv"
"216799_at",0.035457,-0.9007101,"Not_Significant","DEGs_Data_2.csv"
"229568_at",0.035457,-0.8355293,"Not_Significant","DEGs_Data_2.csv"
"237465_at",0.035457,-1.2128891,"Downregulated","DEGs_Data_2.csv"
"214579_at",0.035457,-0.8110476,"Not_Significant","DEGs_Data_2.csv"
"239362_at",0.035457,-1.7642628,"Downregulated","DEGs_Data_2.csv"
"229163_at",0.035457,1.6151493,"Upregulated","DEGs_Data_2.csv"
"233802_at",0.035457,-1.377142,"Downregulated","DEGs_Data_2.csv"
"239403_at",0.035457,-1.0053047,"Downregulated","DEGs_Data_2.csv"
"208505_s_at",0.035457,-0.7508028,"Not_Significant","DEGs_Data_2.csv"
"222443_s_at",0.035457,0.7055188,"Not_Significant","DEGs_Data_2.csv"
"223738_s_at",0.035459,0.8590071,"Not_Significant","DEGs_Data_2.csv"
"202018_s_at",0.035459,-4.7786947,"Downregulated","DEGs_Data_2.csv"
"214345_at",0.035474,-0.9321968,"Not_Significant","DEGs_Data_2.csv"
"64899_at",0.035474,0.9964194,"Not_Significant","DEGs_Data_2.csv"
"207756_at",0.03553,-1.244309,"Downregulated","DEGs_Data_2.csv"
"227860_at",0.03553,2.2924239,"Upregulated","DEGs_Data_2.csv"
"1559438_at",0.035578,-1.543359,"Downregulated","DEGs_Data_2.csv"
"228831_s_at",0.035578,-1.3001866,"Downregulated","DEGs_Data_2.csv"
"215446_s_at",0.035659,1.5131068,"Upregulated","DEGs_Data_2.csv"
"227115_at",0.03569,-1.0487557,"Downregulated","DEGs_Data_2.csv"
"87100_at",0.03569,-0.7487208,"Not_Significant","DEGs_Data_2.csv"
"200608_s_at",0.0357,0.5189594,"Not_Significant","DEGs_Data_2.csv"
"216384_x_at",0.035756,0.9252953,"Not_Significant","DEGs_Data_2.csv"
"238760_at",0.03576,-0.5887649,"Not_Significant","DEGs_Data_2.csv"
"227959_at",0.03576,-0.9194135,"Not_Significant","DEGs_Data_2.csv"
"1552325_at",0.03576,-1.5037799,"Downregulated","DEGs_Data_2.csv"
"1562640_at",0.035802,2.0022944,"Upregulated","DEGs_Data_2.csv"
"232181_at",0.035802,-1.2572791,"Downregulated","DEGs_Data_2.csv"
"208028_s_at",0.035802,-2.1631722,"Downregulated","DEGs_Data_2.csv"
"238775_at",0.035802,-0.4681835,"Not_Significant","DEGs_Data_2.csv"
"217541_x_at",0.035802,-0.6232694,"Not_Significant","DEGs_Data_2.csv"
"227771_at",0.035802,-1.7577523,"Downregulated","DEGs_Data_2.csv"
"227517_s_at",0.035884,0.7722518,"Not_Significant","DEGs_Data_2.csv"
"233902_at",0.035957,-1.0469451,"Downregulated","DEGs_Data_2.csv"
"204378_at",0.035957,-2.7550007,"Downregulated","DEGs_Data_2.csv"
"237487_at",0.035957,-1.5529408,"Downregulated","DEGs_Data_2.csv"
"215488_at",0.035997,-0.7277443,"Not_Significant","DEGs_Data_2.csv"
"239579_at",0.036,2.4679758,"Upregulated","DEGs_Data_2.csv"
"49452_at",0.036,-0.9888937,"Not_Significant","DEGs_Data_2.csv"
"202906_s_at",0.036,0.8087605,"Not_Significant","DEGs_Data_2.csv"
"235834_at",0.036013,0.835276,"Not_Significant","DEGs_Data_2.csv"
"203085_s_at",0.036018,0.9380953,"Not_Significant","DEGs_Data_2.csv"
"201558_at",0.036018,0.9779806,"Not_Significant","DEGs_Data_2.csv"
"242771_at",0.036018,-1.7587502,"Downregulated","DEGs_Data_2.csv"
"226120_at",0.036018,0.5094661,"Not_Significant","DEGs_Data_2.csv"
"238524_at",0.036018,-0.8693074,"Not_Significant","DEGs_Data_2.csv"
"207104_x_at",0.036018,1.5421394,"Upregulated","DEGs_Data_2.csv"
"217884_at",0.036018,0.7550897,"Not_Significant","DEGs_Data_2.csv"
"211481_at",0.036018,-0.9709304,"Not_Significant","DEGs_Data_2.csv"
"232212_at",0.036025,-0.6489934,"Not_Significant","DEGs_Data_2.csv"
"201505_at",0.036059,0.8819771,"Not_Significant","DEGs_Data_2.csv"
"234030_at",0.036085,-1.5991436,"Downregulated","DEGs_Data_2.csv"
"228753_at",0.036085,-0.6974913,"Not_Significant","DEGs_Data_2.csv"
"215129_at",0.036085,-3.7088875,"Downregulated","DEGs_Data_2.csv"
"228254_at",0.036085,-0.7345646,"Not_Significant","DEGs_Data_2.csv"
"203362_s_at",0.036085,1.2030017,"Upregulated","DEGs_Data_2.csv"
"223723_at",0.036085,2.7740477,"Upregulated","DEGs_Data_2.csv"
"239318_at",0.036085,-0.7056048,"Not_Significant","DEGs_Data_2.csv"
"210605_s_at",0.036128,1.4422409,"Upregulated","DEGs_Data_2.csv"
"224973_at",0.036128,-1.3208221,"Downregulated","DEGs_Data_2.csv"
"201128_s_at",0.036128,0.4552632,"Not_Significant","DEGs_Data_2.csv"
"1560081_at",0.036128,-0.6210152,"Not_Significant","DEGs_Data_2.csv"
"AFFX-LysX-M_at",0.036156,-0.589313,"Not_Significant","DEGs_Data_2.csv"
"227961_at",0.036269,0.8910926,"Not_Significant","DEGs_Data_2.csv"
"213758_at",0.03629,-0.510587,"Not_Significant","DEGs_Data_2.csv"
"223155_at",0.03629,-0.6788259,"Not_Significant","DEGs_Data_2.csv"
"218316_at",0.03629,0.5310489,"Not_Significant","DEGs_Data_2.csv"
"229952_at",0.03629,1.806493,"Upregulated","DEGs_Data_2.csv"
"227534_at",0.03629,0.6910653,"Not_Significant","DEGs_Data_2.csv"
"212626_x_at",0.03629,0.5041641,"Not_Significant","DEGs_Data_2.csv"
"244076_at",0.036307,-2.0453557,"Downregulated","DEGs_Data_2.csv"
"210807_s_at",0.036311,-1.7707994,"Downregulated","DEGs_Data_2.csv"
"1564164_at",0.036311,-0.6929139,"Not_Significant","DEGs_Data_2.csv"
"214141_x_at",0.036311,0.5273959,"Not_Significant","DEGs_Data_2.csv"
"235827_at",0.036311,-1.0295849,"Downregulated","DEGs_Data_2.csv"
"232243_at",0.036321,-2.0959992,"Downregulated","DEGs_Data_2.csv"
"227190_at",0.036415,-0.9878796,"Not_Significant","DEGs_Data_2.csv"
"203411_s_at",0.036448,0.9498041,"Not_Significant","DEGs_Data_2.csv"
"202528_at",0.036448,-1.2460451,"Downregulated","DEGs_Data_2.csv"
"1564573_at",0.036448,-1.3048833,"Downregulated","DEGs_Data_2.csv"
"234999_at",0.036448,-1.8111241,"Downregulated","DEGs_Data_2.csv"
"232249_at",0.036448,1.5196737,"Upregulated","DEGs_Data_2.csv"
"207074_s_at",0.036448,-1.541649,"Downregulated","DEGs_Data_2.csv"
"220361_at",0.036461,-0.9692853,"Not_Significant","DEGs_Data_2.csv"
"224829_at",0.036465,-0.8220791,"Not_Significant","DEGs_Data_2.csv"
"219476_at",0.036562,-1.6395178,"Downregulated","DEGs_Data_2.csv"
"210265_x_at",0.03657,-0.9461666,"Not_Significant","DEGs_Data_2.csv"
"244849_at",0.036571,2.2791142,"Upregulated","DEGs_Data_2.csv"
"212909_at",0.036606,1.9226252,"Upregulated","DEGs_Data_2.csv"
"215908_at",0.036606,-0.5798204,"Not_Significant","DEGs_Data_2.csv"
"235171_at",0.036606,-1.4331774,"Downregulated","DEGs_Data_2.csv"
"201443_s_at",0.036606,0.4407422,"Not_Significant","DEGs_Data_2.csv"
"1553945_at",0.036615,-1.2880917,"Downregulated","DEGs_Data_2.csv"
"229168_at",0.036615,-1.8242392,"Downregulated","DEGs_Data_2.csv"
"226828_s_at",0.036615,1.1059417,"Upregulated","DEGs_Data_2.csv"
"205375_at",0.036615,1.2543619,"Upregulated","DEGs_Data_2.csv"
"228141_at",0.036641,1.3017297,"Upregulated","DEGs_Data_2.csv"
"214679_x_at",0.036642,-0.6269799,"Not_Significant","DEGs_Data_2.csv"
"207071_s_at",0.036642,-0.7306677,"Not_Significant","DEGs_Data_2.csv"
"1552421_a_at",0.036676,-2.0284254,"Downregulated","DEGs_Data_2.csv"
"201691_s_at",0.036676,-0.9576737,"Not_Significant","DEGs_Data_2.csv"
"201903_at",0.036676,-0.5940054,"Not_Significant","DEGs_Data_2.csv"
"233358_at",0.036676,-0.5266008,"Not_Significant","DEGs_Data_2.csv"
"203240_at",0.036676,-3.1466816,"Downregulated","DEGs_Data_2.csv"
"234104_at",0.036676,1.001825,"Upregulated","DEGs_Data_2.csv"
"229598_at",0.036676,-1.2837841,"Downregulated","DEGs_Data_2.csv"
"209839_at",0.036743,-1.2945496,"Downregulated","DEGs_Data_2.csv"
"227935_s_at",0.036771,-0.8171574,"Not_Significant","DEGs_Data_2.csv"
"214359_s_at",0.036772,0.8979373,"Not_Significant","DEGs_Data_2.csv"
"1570024_at",0.036772,-1.9916318,"Downregulated","DEGs_Data_2.csv"
"213404_s_at",0.036808,0.6702524,"Not_Significant","DEGs_Data_2.csv"
"AFFX-r2-Bs-dap-M_at",0.036855,-0.5984823,"Not_Significant","DEGs_Data_2.csv"
"204567_s_at",0.036855,-0.9460997,"Not_Significant","DEGs_Data_2.csv"
"226996_at",0.036855,0.5689924,"Not_Significant","DEGs_Data_2.csv"
"233763_at",0.036907,-0.7034243,"Not_Significant","DEGs_Data_2.csv"
"221874_at",0.036909,-2.7923379,"Downregulated","DEGs_Data_2.csv"
"224388_s_at",0.036909,-0.855748,"Not_Significant","DEGs_Data_2.csv"
"54632_at",0.036909,0.4720856,"Not_Significant","DEGs_Data_2.csv"
"200876_s_at",0.036909,0.4362732,"Not_Significant","DEGs_Data_2.csv"
"238663_x_at",0.036909,-3.1358307,"Downregulated","DEGs_Data_2.csv"
"226670_s_at",0.036965,1.0458879,"Upregulated","DEGs_Data_2.csv"
"208482_at",0.036965,-1.7183111,"Downregulated","DEGs_Data_2.csv"
"207408_at",0.036965,-0.6575566,"Not_Significant","DEGs_Data_2.csv"
"1557136_at",0.036965,-2.6220537,"Downregulated","DEGs_Data_2.csv"
"1566576_at",0.036999,-2.1862057,"Downregulated","DEGs_Data_2.csv"
"201828_x_at",0.037003,0.591665,"Not_Significant","DEGs_Data_2.csv"
"224994_at",0.037015,-0.7022214,"Not_Significant","DEGs_Data_2.csv"
"221917_s_at",0.037022,-0.5794801,"Not_Significant","DEGs_Data_2.csv"
"202444_s_at",0.03704,-0.8497822,"Not_Significant","DEGs_Data_2.csv"
"235143_at",0.03704,-0.7766278,"Not_Significant","DEGs_Data_2.csv"
"204311_at",0.037079,-1.0824527,"Downregulated","DEGs_Data_2.csv"
"202443_x_at",0.037084,0.6791454,"Not_Significant","DEGs_Data_2.csv"
"396_f_at",0.037091,-1.3269058,"Downregulated","DEGs_Data_2.csv"
"243585_at",0.037128,-1.8771949,"Downregulated","DEGs_Data_2.csv"
"1565862_a_at",0.037132,-1.370256,"Downregulated","DEGs_Data_2.csv"
"233010_at",0.037133,-0.7528849,"Not_Significant","DEGs_Data_2.csv"
"207483_s_at",0.037155,0.432908,"Not_Significant","DEGs_Data_2.csv"
"225268_at",0.037183,0.4904576,"Not_Significant","DEGs_Data_2.csv"
"233461_x_at",0.037183,-0.5141681,"Not_Significant","DEGs_Data_2.csv"
"228295_at",0.037183,-0.52569,"Not_Significant","DEGs_Data_2.csv"
"218452_at",0.037183,0.5176849,"Not_Significant","DEGs_Data_2.csv"
"226875_at",0.037183,0.8033123,"Not_Significant","DEGs_Data_2.csv"
"209365_s_at",0.037201,0.5785896,"Not_Significant","DEGs_Data_2.csv"
"233082_at",0.037219,-0.9179704,"Not_Significant","DEGs_Data_2.csv"
"244073_at",0.03725,-1.6404493,"Downregulated","DEGs_Data_2.csv"
"242225_at",0.03726,-0.7113843,"Not_Significant","DEGs_Data_2.csv"
"216687_x_at",0.03726,-3.1976561,"Downregulated","DEGs_Data_2.csv"
"202053_s_at",0.03726,-0.9598216,"Not_Significant","DEGs_Data_2.csv"
"1556255_a_at",0.037291,-0.9385878,"Not_Significant","DEGs_Data_2.csv"
"233087_at",0.037298,-0.7901058,"Not_Significant","DEGs_Data_2.csv"
"233303_at",0.037298,-0.4497674,"Not_Significant","DEGs_Data_2.csv"
"230440_at",0.03731,0.8989278,"Not_Significant","DEGs_Data_2.csv"
"209845_at",0.03731,-0.5060774,"Not_Significant","DEGs_Data_2.csv"
"226507_at",0.03731,-0.515044,"Not_Significant","DEGs_Data_2.csv"
"218871_x_at",0.037316,0.8963349,"Not_Significant","DEGs_Data_2.csv"
"222585_x_at",0.037357,-0.7667606,"Not_Significant","DEGs_Data_2.csv"
"234283_at",0.037357,-0.5590358,"Not_Significant","DEGs_Data_2.csv"
"224002_s_at",0.037411,0.7839135,"Not_Significant","DEGs_Data_2.csv"
"1557826_at",0.037411,-1.6962022,"Downregulated","DEGs_Data_2.csv"
"230397_at",0.037411,-1.0112224,"Downregulated","DEGs_Data_2.csv"
"217824_at",0.037434,-1.0876247,"Downregulated","DEGs_Data_2.csv"
"215861_at",0.03744,-0.7526198,"Not_Significant","DEGs_Data_2.csv"
"221785_at",0.037445,1.6026003,"Upregulated","DEGs_Data_2.csv"
"204033_at",0.037464,1.1824624,"Upregulated","DEGs_Data_2.csv"
"206002_at",0.037487,-3.861577,"Downregulated","DEGs_Data_2.csv"
